,V_p,A_p,theta,airspeed
4219,1911.0,1707.0,-0.318831,15.0
4220,1924.0,1719.0,-0.322787,15.0
4221,1917.0,1726.0,-0.318068,15.0
4222,1917.0,1719.0,-0.314458,15.0
4223,1912.0,1717.0,-0.314628,15.0
4224,1921.0,1722.0,-0.312422,15.0
4225,1926.0,1734.0,-0.309947,15.0
4226,1920.0,1729.0,-0.308197,15.0
4227,1920.0,1726.0,-0.304575,15.0
4228,1933.0,1736.0,-0.300639,15.0
4229,1929.0,1737.0,-0.29612,15.0
4230,1936.0,1741.0,-0.292996,15.0
4231,1933.0,1741.0,-0.291079,15.0
4232,1936.0,1744.0,-0.286869,15.0
4233,1944.0,1752.0,-0.281918,15.0
4234,1932.0,1751.0,-0.277466,15.0
4235,1924.0,1743.0,-0.273197,15.0
4236,1941.0,1757.0,-0.264898,15.0
4237,1940.0,1756.0,-0.25813,15.0
4238,1942.0,1763.0,-0.252149,15.0
4239,1942.0,1764.0,-0.246666,15.0
4240,1951.0,1767.0,-0.240153,15.0
4241,1955.0,1771.0,-0.234137,15.0
4242,1950.0,1775.0,-0.231571,15.0
4243,1946.0,1773.0,-0.227207,15.0
4244,1951.0,1768.0,-0.222936,15.0
4245,1958.0,1775.0,-0.219455,15.0
4246,1955.0,1781.0,-0.21722,15.0
4247,1953.0,1776.0,-0.21543,15.0
4248,1958.0,1781.0,-0.213567,15.0
4249,1961.0,1786.0,-0.207449,15.0
4250,1952.0,1783.0,-0.201869,15.0
4251,1958.0,1793.0,-0.199857,15.0
4252,1964.0,1788.0,-0.196739,15.0
4253,1977.0,1799.0,-0.191209,15.0
4254,1963.0,1816.0,-0.186329,15.0
4255,1965.0,1805.0,-0.182631,15.0
4256,1981.0,1803.0,-0.17839,15.0
4257,1974.0,1812.0,-0.172665,15.0
4258,1968.0,1817.0,-0.16754,15.0
4259,1963.0,1820.0,-0.16307,15.0
4260,1973.0,1821.0,-0.15996,15.0
4261,1979.0,1832.0,-0.153281,15.0
4262,1979.0,1836.0,-0.147737,15.0
4263,1966.0,1833.0,-0.143214,15.0
4264,1978.0,1832.0,-0.137433,15.0
4265,1982.0,1845.0,-0.132612,15.0
4266,1982.0,1850.0,-0.127295,15.0
4267,1971.0,1844.0,-0.123861,15.0
4268,1976.0,1851.0,-0.121435,15.0
4269,1984.0,1876.0,-0.115255,15.0
4270,1990.0,1870.0,-0.10824,15.0
4271,1984.0,1875.0,-0.102619,15.0
4272,1978.0,1878.0,-0.099146,15.0
4273,2003.0,1879.0,-0.093844,15.0
4274,1980.0,1882.0,-0.08817,15.0
4275,1988.0,1892.0,-0.082877,15.0
4276,1991.0,1896.0,-0.076672,15.0
4277,1989.0,1903.0,-0.070434,15.0
4278,1998.0,1903.0,-0.065242,15.0
4279,2003.0,1910.0,-0.059429,15.0
4280,1987.0,1916.0,-0.052968,15.0
4281,1996.0,1921.0,-0.047104,15.0
4282,2000.0,1931.0,-0.041163,15.0
4283,1992.0,1930.0,-0.0332,15.0
4284,1983.0,1930.0,-0.026103,15.0
4285,1997.0,1938.0,-0.022177,15.0
4286,2000.0,1946.0,-0.019004,15.0
4287,1995.0,1949.0,-0.015633,15.0
4288,1987.0,1956.0,-0.005909,15.0
4289,1997.0,1957.0,-0.000255,15.0
4290,1996.0,1975.0,0.003645,15.0
4291,1989.0,1967.0,0.008797,15.0
4292,1987.0,1976.0,0.017134,15.0
4293,1983.0,1981.0,0.023868,15.0
4294,1997.0,1985.0,0.027472,15.0
4295,1981.0,1980.0,0.031337,15.0
4296,1994.0,1987.0,0.038661,15.0
4297,1975.0,1994.0,0.044672,15.0
4298,1979.0,1996.0,0.048041,15.0
4299,1982.0,2002.0,0.053461,15.0
4300,1964.0,2007.0,0.061726,15.0
4301,1968.0,2021.0,0.069199,15.0
4302,1973.0,2032.0,0.075318,15.0
4303,1969.0,2029.0,0.080273,15.0
4304,1960.0,2035.0,0.086971,15.0
4305,1957.0,2038.0,0.093559,15.0
4306,1959.0,2052.0,0.099966,15.0
4307,1966.0,2047.0,0.106218,15.0
4308,1947.0,2063.0,0.112804,15.0
4309,1956.0,2058.0,0.1212,15.0
4310,1940.0,2086.0,0.12587,15.0
4311,1949.0,2069.0,0.130885,15.0
4312,1939.0,2070.0,0.135113,15.0
4313,1936.0,2077.0,0.139618,15.0
4314,1944.0,2090.0,0.143241,15.0
4315,1945.0,2088.0,0.14584,15.0
4316,1932.0,2086.0,0.152219,15.0
4317,1925.0,2088.0,0.158828,15.0
4318,1923.0,2104.0,0.164234,15.0
4319,1934.0,2102.0,0.168723,15.0
4320,1918.0,2102.0,0.174784,15.0
4321,1912.0,2110.0,0.182712,15.0
4322,1916.0,2127.0,0.187645,15.0
4323,1915.0,2124.0,0.192685,15.0
4324,1905.0,2118.0,0.199418,15.0
4325,1893.0,2128.0,0.206546,15.0
4326,1895.0,2141.0,0.213004,15.0
4327,1890.0,2140.0,0.218418,15.0
4328,1883.0,2138.0,0.224088,15.0
4329,1879.0,2140.0,0.229687,15.0
4330,1879.0,2150.0,0.23219,15.0
4331,1876.0,2145.0,0.233311,15.0
4332,1878.0,2136.0,0.235761,15.0
4333,1872.0,2145.0,0.238944,15.0
4334,1866.0,2145.0,0.23968,15.0
4335,1881.0,2156.0,0.240519,15.0
4336,1879.0,2136.0,0.241881,15.0
4337,1873.0,2136.0,0.243171,15.0
4338,1868.0,2155.0,0.243156,15.0
4339,1873.0,2157.0,0.244175,15.0
4340,1862.0,2135.0,0.247342,15.0
4341,1865.0,2136.0,0.249728,15.0
4342,1871.0,2153.0,0.248402,15.0
4343,1871.0,2146.0,0.247028,15.0
4344,1875.0,2141.0,0.247209,15.0
4345,1865.0,2134.0,0.247182,15.0
4346,1866.0,2147.0,0.245402,15.0
4347,1876.0,2145.0,0.243015,15.0
4348,1887.0,2128.0,0.23895,15.0
4349,1871.0,2120.0,0.236646,15.0
4350,1879.0,2134.0,0.232728,15.0
4351,1883.0,2129.0,0.229491,15.0
4352,1890.0,2122.0,0.228033,15.0
4353,1883.0,2117.0,0.227391,15.0
4354,1881.0,2123.0,0.225484,15.0
4355,1895.0,2118.0,0.223334,15.0
4356,1896.0,2112.0,0.221558,15.0
4357,1886.0,2102.0,0.219814,15.0
4358,1896.0,2112.0,0.216312,15.0
4359,1901.0,2116.0,0.212016,15.0
4360,1902.0,2103.0,0.209707,15.0
4361,1895.0,2098.0,0.209487,15.0
4362,1898.0,2104.0,0.208927,15.0
4363,1906.0,2102.0,0.20404,15.0
4364,1906.0,2085.0,0.197575,15.0
4365,1909.0,2081.0,0.190931,15.0
4366,1913.0,2079.0,0.182389,15.0
4367,1926.0,2081.0,0.172802,15.0
4368,1933.0,2067.0,0.164851,15.0
4369,1924.0,2056.0,0.160825,15.0
4370,1921.0,2058.0,0.154592,15.0
4371,1935.0,2061.0,0.148672,15.0
4372,1928.0,2053.0,0.14287,15.0
4373,1943.0,2049.0,0.138759,15.0
4374,1929.0,2035.0,0.134083,15.0
4375,1940.0,2052.0,0.126977,15.0
4376,1949.0,2028.0,0.121153,15.0
4377,1948.0,2019.0,0.114724,15.0
4378,1942.0,2011.0,0.107443,15.0
4379,1952.0,2014.0,0.0971,15.0
4380,1957.0,2009.0,0.086841,15.0
4381,1967.0,1993.0,0.079744,15.0
4382,1962.0,1994.0,0.071582,15.0
4383,1965.0,1991.0,0.062411,15.0
4384,1978.0,1980.0,0.051437,15.0
4385,1982.0,1969.0,0.043205,15.0
4386,1984.0,1969.0,0.035463,15.0
4387,1991.0,1956.0,0.026119,15.0
4388,1992.0,1958.0,0.01879,15.0
4389,1988.0,1952.0,0.012392,15.0
4390,1987.0,1946.0,0.008091,15.0
4391,1992.0,1945.0,0.003051,15.0
4392,2001.0,1942.0,-0.002293,15.0
4393,1995.0,1934.0,-0.007148,15.0
4394,1992.0,1933.0,-0.013557,15.0
4395,1984.0,1918.0,-0.020027,15.0
4396,2012.0,1917.0,-0.029016,15.0
4397,1992.0,1905.0,-0.038702,15.0
4398,1982.0,1899.0,-0.046678,15.0
4399,1991.0,1893.0,-0.053827,15.0
4400,1986.0,1891.0,-0.063065,15.0
4401,1990.0,1895.0,-0.071884,15.0
4402,1989.0,1875.0,-0.080133,15.0
4403,1982.0,1870.0,-0.087851,15.0
4404,1988.0,1867.0,-0.094062,15.0
4405,1996.0,1857.0,-0.100995,15.0
4406,1980.0,1850.0,-0.110255,15.0
4407,1979.0,1846.0,-0.120077,15.0
4408,1988.0,1843.0,-0.124514,15.0
4409,1984.0,1839.0,-0.127688,15.0
4410,1974.0,1823.0,-0.131127,15.0
4411,1972.0,1833.0,-0.138059,15.0
4412,1977.0,1816.0,-0.144291,15.0
4413,1992.0,1815.0,-0.149452,15.0
4414,1970.0,1819.0,-0.154967,15.0
4415,1968.0,1802.0,-0.160959,15.0
4416,1979.0,1805.0,-0.167254,15.0
4417,1968.0,1791.0,-0.171712,15.0
4418,1966.0,1781.0,-0.177883,15.0
4419,1952.0,1781.0,-0.185126,15.0
4420,1979.0,1782.0,-0.192561,15.0
4421,1969.0,1775.0,-0.194834,15.0
4422,1963.0,1770.0,-0.196294,15.0
4423,1953.0,1767.0,-0.201566,15.0
4424,1953.0,1755.0,-0.206848,15.0
4425,1973.0,1752.0,-0.211089,15.0
4426,1951.0,1753.0,-0.215479,15.0
4427,1944.0,1752.0,-0.220686,15.0
4428,1950.0,1742.0,-0.225865,15.0
4429,1954.0,1744.0,-0.22813,15.0
4430,1951.0,1743.0,-0.230173,15.0
4431,1944.0,1741.0,-0.233296,15.0
4432,1939.0,1733.0,-0.239233,15.0
4433,1942.0,1727.0,-0.243218,15.0
4434,1939.0,1737.0,-0.246623,15.0
4435,1936.0,1734.0,-0.2495,15.0
4436,1941.0,1732.0,-0.251481,15.0
4437,1937.0,1725.0,-0.253261,15.0
4438,1937.0,1718.0,-0.254144,15.0
4439,1939.0,1716.0,-0.260445,15.0
4440,1927.0,1714.0,-0.267164,15.0
4441,1930.0,1719.0,-0.270054,15.0
4442,1936.0,1724.0,-0.27064,15.0
4443,1928.0,1720.0,-0.272452,15.0
4444,1926.0,1712.0,-0.274124,15.0
4445,1924.0,1708.0,-0.278695,15.0
4446,1931.0,1718.0,-0.282592,15.0
4447,1932.0,1720.0,-0.284964,15.0
4448,1920.0,1714.0,-0.285734,15.0
4449,1924.0,1710.0,-0.287959,15.0
4450,1938.0,1721.0,-0.287678,15.0
4451,1929.0,1716.0,-0.286331,15.0
4452,1919.0,1712.0,-0.286913,15.0
4453,1927.0,1716.0,-0.294837,15.0
4454,1932.0,1714.0,-0.292095,15.0
4455,1927.0,1725.0,-0.287459,15.0
4456,1923.0,1720.0,-0.286673,15.0
4457,1929.0,1716.0,-0.287476,15.0
4458,1934.0,1723.0,-0.287229,15.0
4459,1933.0,1729.0,-0.285724,15.0
4460,1929.0,1729.0,-0.282845,15.0
4461,1937.0,1726.0,-0.279681,15.0
4462,1938.0,1739.0,-0.277352,15.0
4463,1934.0,1741.0,-0.272479,15.0
4464,1941.0,1742.0,-0.265981,15.0
4465,1948.0,1739.0,-0.260878,15.0
4466,1950.0,1748.0,-0.258927,15.0
4467,1946.0,1756.0,-0.255916,15.0
4468,1948.0,1753.0,-0.252101,15.0
4469,1944.0,1749.0,-0.248035,15.0
4470,1954.0,1762.0,-0.244509,15.0
4471,1956.0,1767.0,-0.241431,15.0
4472,1949.0,1768.0,-0.233058,15.0
4473,1955.0,1764.0,-0.224528,15.0
4474,1961.0,1772.0,-0.220403,15.0
4475,1956.0,1773.0,-0.215728,15.0
4476,1955.0,1780.0,-0.210104,15.0
4477,1952.0,1771.0,-0.204147,15.0
4478,1961.0,1776.0,-0.198552,15.0
4479,1963.0,1785.0,-0.193895,15.0
4480,1959.0,1784.0,-0.192314,15.0
4481,1961.0,1787.0,-0.189016,15.0
4482,1969.0,1793.0,-0.183689,15.0
4483,1973.0,1800.0,-0.175891,15.0
4484,1956.0,1805.0,-0.170548,15.0
4485,1966.0,1813.0,-0.166442,15.0
4486,1977.0,1815.0,-0.159885,15.0
4487,1971.0,1823.0,-0.154672,15.0
4488,1977.0,1825.0,-0.150938,15.0
4489,1972.0,1828.0,-0.145051,15.0
4490,1983.0,1833.0,-0.136533,15.0
4491,1979.0,1839.0,-0.129254,15.0
4492,1979.0,1842.0,-0.122372,15.0
4493,1985.0,1843.0,-0.116332,15.0
4494,1983.0,1849.0,-0.110549,15.0
4495,1984.0,1865.0,-0.105295,15.0
4496,1985.0,1871.0,-0.099768,15.0
4497,1982.0,1869.0,-0.093855,15.0
4498,1987.0,1875.0,-0.089105,15.0
4499,1993.0,1880.0,-0.084721,15.0
4500,1993.0,1878.0,-0.080502,15.0
4501,1985.0,1877.0,-0.077977,15.0
4502,1980.0,1887.0,-0.074363,15.0
4503,2008.0,1897.0,-0.069538,15.0
4504,1985.0,1890.0,-0.064295,15.0
4505,1987.0,1911.0,-0.059571,15.0
4506,1986.0,1916.0,-0.054567,15.0
4507,1998.0,1927.0,-0.050363,15.0
4508,1994.0,1916.0,-0.043146,15.0
4509,1984.0,1921.0,-0.036289,15.0
4510,2001.0,1924.0,-0.030225,15.0
4511,1997.0,1935.0,-0.023766,15.0
4512,1995.0,1942.0,-0.017973,15.0
4513,1990.0,1938.0,-0.01241,15.0
4514,1987.0,1932.0,-0.008634,15.0
4515,2001.0,1950.0,-0.006553,15.0
4516,1997.0,1953.0,-0.001803,15.0
4517,1983.0,1946.0,0.003361,15.0
4518,1997.0,1956.0,0.009197,15.0
4519,2000.0,1964.0,0.013598,15.0
4520,1993.0,1967.0,0.016686,15.0
4521,2001.0,1968.0,0.019921,15.0
4522,1995.0,1972.0,0.025863,15.0
4523,1984.0,1979.0,0.031407,15.0
4524,1994.0,1993.0,0.03634,15.0
4525,1977.0,1980.0,0.040677,15.0
4526,1985.0,1994.0,0.046692,15.0
4527,1984.0,2003.0,0.053972,15.0
4528,1982.0,2008.0,0.058573,15.0
4529,1974.0,2004.0,0.063839,15.0
4530,1966.0,2010.0,0.070009,15.0
4531,1980.0,2022.0,0.074902,15.0
4532,1978.0,2018.0,0.078874,15.0
4533,1966.0,2021.0,0.085851,15.0
4534,1957.0,2036.0,0.092922,15.0
4535,1968.0,2034.0,0.098386,15.0
4536,1975.0,2034.0,0.102537,15.0
4537,1960.0,2032.0,0.106935,15.0
4538,1937.0,2035.0,0.110839,15.0
4539,1951.0,2057.0,0.116068,15.0
4540,1961.0,2056.0,0.123141,15.0
4541,1937.0,2060.0,0.12921,15.0
4542,1939.0,2079.0,0.134202,15.0
4543,1937.0,2092.0,0.139461,15.0
4544,1941.0,2074.0,0.146054,15.0
4545,1942.0,2067.0,0.149879,15.0
4546,1936.0,2079.0,0.154522,15.0
4547,1933.0,2097.0,0.160614,15.0
4548,1937.0,2097.0,0.165559,15.0
4549,1928.0,2094.0,0.170626,15.0
4550,1922.0,2096.0,0.177547,15.0
4551,1920.0,2111.0,0.18167,15.0
4552,1924.0,2115.0,0.185408,15.0
4553,1910.0,2109.0,0.190585,15.0
4554,1902.0,2112.0,0.195541,15.0
4555,1911.0,2125.0,0.198691,15.0
4556,1913.0,2125.0,0.199492,15.0
4557,1899.0,2115.0,0.204306,15.0
4558,1900.0,2114.0,0.210054,15.0
4559,1893.0,2130.0,0.214277,15.0
4560,1907.0,2134.0,0.216172,15.0
4561,1896.0,2128.0,0.218329,15.0
4562,1887.0,2127.0,0.221911,15.0
4563,1890.0,2139.0,0.224837,15.0
4564,1898.0,2141.0,0.226383,15.0
4565,1893.0,2129.0,0.229824,15.0
4566,1883.0,2126.0,0.232526,15.0
4567,1881.0,2136.0,0.233617,15.0
4568,1889.0,2144.0,0.231467,15.0
4569,1890.0,2129.0,0.231323,15.0
4570,1881.0,2125.0,0.231908,15.0
4571,1884.0,2132.0,0.232707,15.0
4572,1888.0,2141.0,0.233712,15.0
4573,1893.0,2128.0,0.23542,15.0
4574,1872.0,2108.0,0.235963,15.0
4575,1882.0,2129.0,0.234442,15.0
4576,1895.0,2133.0,0.23048,15.0
4577,1896.0,2116.0,0.227243,15.0
4578,1890.0,2109.0,0.226533,15.0
4579,1892.0,2116.0,0.225675,15.0
4580,1896.0,2122.0,0.221315,15.0
4581,1909.0,2114.0,0.217191,15.0
4582,1900.0,2103.0,0.213998,15.0
4583,1892.0,2094.0,0.209009,15.0
4584,1914.0,2105.0,0.202361,15.0
4585,1916.0,2098.0,0.196945,15.0
4586,1913.0,2088.0,0.193802,15.0
4587,1913.0,2091.0,0.190634,15.0
4588,1921.0,2098.0,0.186652,15.0
4589,1922.0,2084.0,0.181592,15.0
4590,1919.0,2071.0,0.177826,15.0
4591,1919.0,2073.0,0.174221,15.0
4592,1931.0,2075.0,0.167463,15.0
4593,1944.0,2068.0,0.160302,15.0
4594,1935.0,2060.0,0.153265,15.0
4595,1924.0,2044.0,0.149479,15.0
4596,1942.0,2052.0,0.139492,15.0
4597,1942.0,2038.0,0.130307,15.0
4598,1937.0,2025.0,0.125288,15.0
4599,1946.0,2030.0,0.120971,15.0
4600,1955.0,2031.0,0.115666,15.0
4601,1959.0,2032.0,0.107602,15.0
4602,1960.0,2018.0,0.101412,15.0
4603,1959.0,2012.0,0.096041,15.0
4604,1956.0,2010.0,0.090247,15.0
4605,1970.0,2005.0,0.08445,15.0
4606,1971.0,1998.0,0.077886,15.0
4607,1969.0,1989.0,0.072357,15.0
4608,1971.0,1988.0,0.064597,15.0
4609,1982.0,1985.0,0.055348,15.0
4610,1990.0,1976.0,0.046494,15.0
4611,1975.0,1965.0,0.041302,15.0
4612,2004.0,1965.0,0.036211,15.0
4613,1989.0,1963.0,0.030798,15.0
4614,1990.0,1956.0,0.024324,15.0
4615,1981.0,1945.0,0.017574,15.0
4616,2004.0,1946.0,0.011215,15.0
4617,1991.0,1944.0,0.005343,15.0
4618,1992.0,1938.0,-0.00115,15.0
4619,1991.0,1930.0,-0.006135,15.0
4620,1983.0,1928.0,-0.011884,15.0
4621,1991.0,1927.0,-0.019336,15.0
4622,1996.0,1925.0,-0.024093,15.0
4623,1988.0,1926.0,-0.027663,15.0
4624,1980.0,1907.0,-0.033187,15.0
4625,1995.0,1911.0,-0.039105,15.0
4626,1999.0,1906.0,-0.043797,15.0
4627,1989.0,1910.0,-0.047289,15.0
4628,1980.0,1890.0,-0.051875,15.0
4629,1991.0,1904.0,-0.056816,15.0
4630,1984.0,1889.0,-0.061391,15.0
4631,1993.0,1881.0,-0.065549,15.0
4632,1998.0,1884.0,-0.070919,15.0
4633,1986.0,1881.0,-0.074988,15.0
4634,1984.0,1874.0,-0.076597,15.0
4635,1989.0,1873.0,-0.078959,15.0
4636,1987.0,1873.0,-0.083093,15.0
4637,1990.0,1875.0,-0.08504,15.0
4638,1994.0,1873.0,-0.082836,15.0
4639,1993.0,1868.0,-0.081532,15.0
4640,1982.0,1871.0,-0.085246,15.0
4641,1988.0,1872.0,-0.087833,15.0
4642,2001.0,1877.0,-0.089953,15.0
4643,1982.0,1865.0,-0.090675,15.0
4644,1988.0,1859.0,-0.093488,15.0
4645,1993.0,1865.0,-0.096328,15.0
4646,1998.0,1869.0,-0.097886,15.0
4647,1995.0,1867.0,-0.096802,15.0
4648,1994.0,1863.0,-0.096165,15.0
4649,1988.0,1863.0,-0.097282,15.0
4650,1992.0,1874.0,-0.098025,15.0
4651,1988.0,1857.0,-0.098396,15.0
4652,1974.0,1848.0,-0.100213,15.0
4653,1993.0,1848.0,-0.10562,15.0
4654,1990.0,1853.0,-0.11057,15.0
4655,1993.0,1849.0,-0.110931,15.0
4656,1985.0,1853.0,-0.110596,15.0
4657,1978.0,1842.0,-0.111213,15.0
4658,1984.0,1836.0,-0.116517,15.0
4659,1994.0,1840.0,-0.120975,15.0
4660,1977.0,1829.0,-0.123372,15.0
4661,1988.0,1833.0,-0.129811,15.0
4662,1984.0,1830.0,-0.135317,15.0
4663,1985.0,1816.0,-0.140312,15.0
4664,1977.0,1817.0,-0.144485,15.0
4665,1974.0,1811.0,-0.152096,15.0
4666,1972.0,1802.0,-0.159454,15.0
4667,1977.0,1796.0,-0.164838,15.0
4668,1973.0,1788.0,-0.172804,15.0
4669,1967.0,1775.0,-0.182019,15.0
4670,1971.0,1765.0,-0.191624,15.0
4671,1965.0,1763.0,-0.200142,15.0
4672,1963.0,1756.0,-0.208292,15.0
4673,1945.0,1739.0,-0.217056,15.0
4674,1950.0,1734.0,-0.227989,15.0
4675,1955.0,1730.0,-0.236142,15.0
4676,1941.0,1719.0,-0.243527,15.0
4677,1931.0,1705.0,-0.255432,15.0
4678,1929.0,1694.0,-0.268176,15.0
4679,1925.0,1700.0,-0.276836,15.0
4680,1919.0,1699.0,-0.28692,15.0
4681,1913.0,1696.0,-0.294424,15.0
4682,1924.0,1692.0,-0.300283,15.0
4683,1921.0,1694.0,-0.301614,15.0
4684,1915.0,1692.0,-0.303753,15.0
4685,1904.0,1681.0,-0.310974,15.0
4686,1905.0,1673.0,-0.319408,15.0
4687,1912.0,1686.0,-0.327311,15.0
4688,1904.0,1691.0,-0.333239,15.0
4689,1894.0,1677.0,-0.335205,15.0
4690,1895.0,1671.0,-0.339201,15.0
4691,1895.0,1671.0,-0.347471,15.0
4692,1893.0,1681.0,-0.352024,15.0
4693,1886.0,1678.0,-0.350918,15.0
4694,1884.0,1671.0,-0.356458,15.0
4695,1892.0,1675.0,-0.357521,15.0
4696,1881.0,1674.0,-0.359929,15.0
4697,1870.0,1674.0,-0.366317,15.0
4698,1862.0,1668.0,-0.370506,15.0
4699,1878.0,1670.0,-0.370605,15.0
4700,1870.0,1673.0,-0.374237,15.0
4701,1875.0,1675.0,-0.375621,15.0
4702,1871.0,1673.0,-0.37693,15.0
4703,1867.0,1671.0,-0.376635,15.0
4704,1876.0,1682.0,-0.377607,15.0
4705,1875.0,1684.0,-0.378686,15.0
4706,1874.0,1676.0,-0.377293,15.0
4707,1877.0,1679.0,-0.375301,15.0
4708,1883.0,1689.0,-0.374145,15.0
4709,1875.0,1684.0,-0.370514,15.0
4710,1876.0,1683.0,-0.366809,15.0
4711,1882.0,1690.0,-0.365222,15.0
4712,1883.0,1693.0,-0.36337,15.0
4713,1884.0,1690.0,-0.360356,15.0
4714,1881.0,1685.0,-0.357486,15.0
4715,1889.0,1698.0,-0.354734,15.0
4716,1893.0,1701.0,-0.348799,15.0
4717,1892.0,1698.0,-0.341763,15.0
4718,1893.0,1698.0,-0.338699,15.0
4719,1902.0,1708.0,-0.336526,15.0
4720,1903.0,1717.0,-0.331378,15.0
4721,1910.0,1716.0,-0.324958,15.0
4722,1914.0,1717.0,-0.318498,15.0
4723,1918.0,1725.0,-0.314031,15.0
4724,1916.0,1724.0,-0.305737,15.0
4725,1920.0,1735.0,-0.298331,15.0
4726,1917.0,1731.0,-0.292933,15.0
4727,1926.0,1735.0,-0.289892,15.0
4728,1940.0,1754.0,-0.283072,15.0
4729,1943.0,1760.0,-0.271003,15.0
4730,1936.0,1753.0,-0.257336,15.0
4731,1923.0,1743.0,-0.254541,15.0
4732,1935.0,1767.0,-0.25615,15.0
4733,1937.0,1760.0,-0.250005,15.0
4734,1937.0,1761.0,-0.241815,15.0
4735,1947.0,1750.0,-0.236586,15.0
4736,1941.0,1770.0,-0.232727,15.0
4737,1931.0,1758.0,-0.230045,15.0
4738,1938.0,1769.0,-0.229573,15.0
4739,1946.0,1764.0,-0.227125,15.0
4740,1943.0,1780.0,-0.217337,15.0
4741,1960.0,1777.0,-0.210086,15.0
4742,1944.0,1776.0,-0.205966,15.0
4743,1945.0,1775.0,-0.205699,15.0
4744,1954.0,1778.0,-0.20384,15.0
4745,1960.0,1784.0,-0.200085,15.0
4746,1947.0,1783.0,-0.196238,15.0
4747,1954.0,1785.0,-0.190761,15.0
4748,1966.0,1789.0,-0.184276,15.0
4749,1961.0,1802.0,-0.177735,15.0
4750,1952.0,1811.0,-0.172834,15.0
4751,1952.0,1805.0,-0.169603,15.0
4752,1968.0,1802.0,-0.164892,15.0
4753,1962.0,1807.0,-0.158571,15.0
4754,1968.0,1822.0,-0.153016,15.0
4755,1978.0,1817.0,-0.148181,15.0
4756,1962.0,1828.0,-0.143118,15.0
4757,1976.0,1830.0,-0.138491,15.0
4758,1966.0,1831.0,-0.134214,15.0
4759,1972.0,1852.0,-0.129775,15.0
4760,1976.0,1846.0,-0.123079,15.0
4761,1974.0,1843.0,-0.115363,15.0
4762,1969.0,1856.0,-0.110708,15.0
4763,1970.0,1851.0,-0.107265,15.0
4764,1980.0,1870.0,-0.104149,15.0
4765,1983.0,1866.0,-0.099491,15.0
4766,1983.0,1865.0,-0.0945,15.0
4767,1982.0,1870.0,-0.091184,15.0
4768,1983.0,1880.0,-0.085692,15.0
4769,1991.0,1881.0,-0.077795,15.0
4770,1995.0,1882.0,-0.070045,15.0
4771,1980.0,1890.0,-0.06317,15.0
4772,1985.0,1905.0,-0.054619,15.0
4773,1993.0,1920.0,-0.046553,15.0
4774,2006.0,1914.0,-0.038568,15.0
4775,1984.0,1919.0,-0.031852,15.0
4776,1990.0,1935.0,-0.023326,15.0
4777,1994.0,1932.0,-0.015712,15.0
4778,1993.0,1949.0,-0.007735,15.0
4779,1999.0,1958.0,0.003078,15.0
4780,1993.0,1965.0,0.011753,15.0
4781,1999.0,1962.0,0.01941,15.0
4782,1985.0,1976.0,0.02807,15.0
4783,1977.0,1977.0,0.036793,15.0
4784,1975.0,1980.0,0.044932,15.0
4785,1979.0,2001.0,0.053755,15.0
4786,1987.0,1999.0,0.063117,15.0
4787,1981.0,2003.0,0.072575,15.0
4788,1965.0,2018.0,0.080663,15.0
4789,1964.0,2027.0,0.087472,15.0
4790,1963.0,2033.0,0.097279,15.0
4791,1953.0,2041.0,0.106263,15.0
4792,1945.0,2049.0,0.118882,15.0
4793,1949.0,2064.0,0.131278,15.0
4794,1947.0,2070.0,0.140955,15.0
4795,1936.0,2070.0,0.150524,15.0
4796,1927.0,2077.0,0.161056,15.0
4797,1919.0,2089.0,0.17162,15.0
4798,1922.0,2096.0,0.17913,15.0
4799,1922.0,2095.0,0.186882,15.0
4800,1901.0,2103.0,0.198076,15.0
4801,1898.0,2121.0,0.206015,15.0
4802,1905.0,2126.0,0.214872,15.0
4803,1892.0,2119.0,0.223173,15.0
4804,1872.0,2124.0,0.232176,15.0
4805,1874.0,2146.0,0.239021,15.0
4806,1877.0,2146.0,0.248214,15.0
4807,1865.0,2140.0,0.257878,15.0
4808,1853.0,2148.0,0.2679,15.0
4809,1845.0,2166.0,0.275317,15.0
4810,1846.0,2160.0,0.280016,15.0
4811,1845.0,2151.0,0.284548,15.0
4812,1834.0,2150.0,0.287819,15.0
4813,1829.0,2165.0,0.292334,15.0
4814,1826.0,2157.0,0.296694,15.0
4815,1835.0,2158.0,0.30017,15.0
4816,1822.0,2155.0,0.304525,15.0
4817,1816.0,2167.0,0.308057,15.0
4818,1819.0,2165.0,0.311929,15.0
4819,1828.0,2159.0,0.315118,15.0
4820,1810.0,2151.0,0.318525,15.0
4821,1811.0,2156.0,0.320031,15.0
4822,1827.0,2163.0,0.319866,15.0
4823,1817.0,2137.0,0.320823,15.0
4824,1820.0,2140.0,0.320882,15.0
4825,1817.0,2140.0,0.320078,15.0
4826,1823.0,2142.0,0.317833,15.0
4827,1826.0,2132.0,0.31782,15.0
4828,1822.0,2124.0,0.316376,15.0
4829,1813.0,2125.0,0.31453,15.0
4830,1824.0,2148.0,0.313143,15.0
4831,1829.0,2123.0,0.317068,15.0
4832,1828.0,2120.0,0.318494,15.0
4833,1829.0,2127.0,0.314061,15.0
4834,1838.0,2128.0,0.313254,15.0
4835,1842.0,2106.0,0.310916,15.0
4836,1831.0,2103.0,0.30537,15.0
4837,1828.0,2100.0,0.299319,15.0
