,V_p,A_p,theta,airspeed
3600,1992.0,1970.0,0.004249,15.0
3601,1988.0,1977.0,0.012569,15.0
3602,1989.0,1988.0,0.020245,15.0
3603,1979.0,1993.0,0.02972,15.0
3604,1974.0,2003.0,0.043897,15.0
3605,1978.0,2016.0,0.054118,15.0
3606,1971.0,2022.0,0.063675,15.0
3607,1961.0,2021.0,0.073691,15.0
3608,1955.0,2027.0,0.083191,15.0
3609,1959.0,2043.0,0.089082,15.0
3610,1955.0,2047.0,0.096755,15.0
3611,1943.0,2051.0,0.105806,15.0
3612,1939.0,2060.0,0.115685,15.0
3613,1943.0,2072.0,0.125999,15.0
3614,1943.0,2077.0,0.132931,15.0
3615,1929.0,2072.0,0.141054,15.0
3616,1917.0,2079.0,0.153636,15.0
3617,1916.0,2099.0,0.161016,15.0
3618,1912.0,2100.0,0.166493,15.0
3619,1906.0,2098.0,0.175572,15.0
3620,1892.0,2098.0,0.183301,15.0
3621,1900.0,2121.0,0.19048,15.0
3622,1899.0,2124.0,0.1973,15.0
3623,1881.0,2111.0,0.208095,15.0
3624,1868.0,2130.0,0.221591,15.0
3625,1864.0,2150.0,0.232148,15.0
3626,1865.0,2158.0,0.241783,15.0
3627,1851.0,2144.0,0.251376,15.0
3628,1835.0,2149.0,0.260627,15.0
3629,1834.0,2163.0,0.267616,15.0
3630,1842.0,2170.0,0.273938,15.0
3631,1830.0,2152.0,0.279652,15.0
3632,1819.0,2151.0,0.283734,15.0
3633,1821.0,2170.0,0.287464,15.0
3634,1829.0,2175.0,0.288286,15.0
3635,1810.0,2146.0,0.291899,15.0
3636,1814.0,2156.0,0.297156,15.0
3637,1807.0,2154.0,0.300958,15.0
3638,1830.0,2158.0,0.299871,15.0
3639,1827.0,2136.0,0.298683,15.0
3640,1822.0,2133.0,0.297173,15.0
3641,1828.0,2147.0,0.291133,15.0
3642,1840.0,2144.0,0.287153,15.0
3643,1835.0,2122.0,0.285122,15.0
3644,1833.0,2122.0,0.281898,15.0
3645,1843.0,2139.0,0.278146,15.0
3646,1851.0,2136.0,0.273148,15.0
3647,1845.0,2114.0,0.26984,15.0
3648,1846.0,2113.0,0.264189,15.0
3649,1845.0,2132.0,0.259361,15.0
3650,1856.0,2132.0,0.256233,15.0
3651,1860.0,2123.0,0.252612,15.0
3652,1859.0,2117.0,0.24828,15.0
3653,1861.0,2128.0,0.242132,15.0
3654,1881.0,2127.0,0.23668,15.0
3655,1880.0,2111.0,0.231637,15.0
3656,1870.0,2100.0,0.226404,15.0
3657,1869.0,2103.0,0.220648,15.0
3658,1882.0,2114.0,0.216133,15.0
3659,1899.0,2105.0,0.212973,15.0
3660,1886.0,2093.0,0.210446,15.0
3661,1894.0,2101.0,0.203897,15.0
3662,1904.0,2098.0,0.19555,15.0
3663,1899.0,2092.0,0.186782,15.0
3664,1905.0,2071.0,0.1818,15.0
3665,1899.0,2079.0,0.176278,15.0
3666,1910.0,2075.0,0.168695,15.0
3667,1931.0,2080.0,0.16088,15.0
3668,1922.0,2058.0,0.154813,15.0
3669,1915.0,2051.0,0.149843,15.0
3670,1932.0,2066.0,0.139069,15.0
3671,1936.0,2053.0,0.129617,15.0
3672,1927.0,2032.0,0.122781,15.0
3673,1926.0,2026.0,0.115158,15.0
3674,1934.0,2022.0,0.106686,15.0
3675,1951.0,2020.0,0.09731,15.0
3676,1968.0,2013.0,0.086284,15.0
3677,1942.0,2002.0,0.079046,15.0
3678,1949.0,2002.0,0.070205,15.0
3679,1969.0,2007.0,0.061317,15.0
3680,1983.0,1991.0,0.053997,15.0
3681,1958.0,1983.0,0.046881,15.0
3682,1972.0,1970.0,0.037028,15.0
3683,1984.0,1971.0,0.026849,15.0
3684,1979.0,1967.0,0.017389,15.0
3685,1972.0,1943.0,0.010074,15.0
3686,1981.0,1955.0,-0.002333,15.0
3687,1990.0,1949.0,-0.015733,15.0
3688,1997.0,1935.0,-0.022759,15.0
3689,1978.0,1921.0,-0.029465,15.0
3690,1996.0,1921.0,-0.038898,15.0
3691,1995.0,1908.0,-0.0482,15.0
3692,1995.0,1904.0,-0.05595,15.0
3693,1979.0,1897.0,-0.06472,15.0
3694,1991.0,1879.0,-0.075468,15.0
3695,1987.0,1868.0,-0.084672,15.0
3696,1997.0,1865.0,-0.095373,15.0
3697,1976.0,1859.0,-0.104393,15.0
3698,1969.0,1841.0,-0.11547,15.0
3699,1975.0,1845.0,-0.12778,15.0
3700,1994.0,1836.0,-0.138312,15.0
3701,1974.0,1819.0,-0.148487,15.0
3702,1971.0,1818.0,-0.1591,15.0
3703,1981.0,1800.0,-0.169163,15.0
3704,1968.0,1795.0,-0.177681,15.0
3705,1961.0,1779.0,-0.186102,15.0
3706,1952.0,1769.0,-0.197975,15.0
3707,1956.0,1763.0,-0.210468,15.0
3708,1944.0,1759.0,-0.219615,15.0
3709,1935.0,1759.0,-0.229044,15.0
3710,1925.0,1740.0,-0.244693,15.0
3711,1925.0,1720.0,-0.258851,15.0
3712,1923.0,1719.0,-0.268379,15.0
3713,1919.0,1715.0,-0.27568,15.0
3714,1918.0,1717.0,-0.283681,15.0
3715,1921.0,1712.0,-0.289933,15.0
3716,1927.0,1716.0,-0.294398,15.0
3717,1924.0,1714.0,-0.296741,15.0
3718,1915.0,1710.0,-0.296109,15.0
3719,1906.0,1695.0,-0.302131,15.0
3720,1913.0,1704.0,-0.311784,15.0
3721,1914.0,1709.0,-0.315673,15.0
3722,1911.0,1708.0,-0.316611,15.0
3723,1906.0,1699.0,-0.319018,15.0
3724,1912.0,1700.0,-0.32048,15.0
3725,1916.0,1710.0,-0.322087,15.0
3726,1906.0,1701.0,-0.323943,15.0
3727,1893.0,1677.0,-0.325823,15.0
3728,1899.0,1686.0,-0.334032,15.0
3729,1907.0,1693.0,-0.343732,15.0
3730,1895.0,1687.0,-0.345157,15.0
3731,1889.0,1680.0,-0.348707,15.0
3732,1887.0,1678.0,-0.354512,15.0
3733,1890.0,1688.0,-0.361626,15.0
3734,1875.0,1675.0,-0.361524,15.0
3735,1880.0,1672.0,-0.36046,15.0
3736,1886.0,1677.0,-0.366866,15.0
3737,1892.0,1689.0,-0.369989,15.0
3738,1892.0,1693.0,-0.368776,15.0
3739,1886.0,1688.0,-0.365173,15.0
3740,1887.0,1687.0,-0.366753,15.0
3741,1894.0,1700.0,-0.366661,15.0
3742,1889.0,1698.0,-0.365588,15.0
3743,1883.0,1687.0,-0.367446,15.0
3744,1886.0,1689.0,-0.369746,15.0
3745,1893.0,1696.0,-0.370997,15.0
3746,1886.0,1694.0,-0.371781,15.0
3747,1883.0,1692.0,-0.372476,15.0
3748,1893.0,1696.0,-0.372123,15.0
3749,1892.0,1706.0,-0.370467,15.0
3750,1888.0,1700.0,-0.366706,15.0
3751,1879.0,1682.0,-0.363521,15.0
3752,1883.0,1686.0,-0.366676,15.0
3753,1895.0,1702.0,-0.370412,15.0
3754,1888.0,1704.0,-0.365953,15.0
3755,1877.0,1690.0,-0.361569,15.0
3756,1892.0,1699.0,-0.359589,15.0
3757,1892.0,1702.0,-0.358983,15.0
3758,1897.0,1709.0,-0.35167,15.0
3759,1893.0,1705.0,-0.344724,15.0
3760,1896.0,1700.0,-0.343548,15.0
3761,1907.0,1714.0,-0.344697,15.0
3762,1913.0,1729.0,-0.342283,15.0
3763,1909.0,1724.0,-0.33444,15.0
3764,1901.0,1712.0,-0.328834,15.0
3765,1911.0,1721.0,-0.326448,15.0
3766,1916.0,1733.0,-0.324064,15.0
3767,1920.0,1743.0,-0.316574,15.0
3768,1916.0,1729.0,-0.307004,15.0
3769,1928.0,1737.0,-0.302476,15.0
3770,1930.0,1747.0,-0.299049,15.0
3771,1926.0,1749.0,-0.294128,15.0
3772,1926.0,1747.0,-0.28711,15.0
3773,1937.0,1752.0,-0.28191,15.0
3774,1929.0,1754.0,-0.277283,15.0
3775,1932.0,1764.0,-0.272139,15.0
3776,1934.0,1767.0,-0.264524,15.0
3777,1940.0,1759.0,-0.258306,15.0
3778,1943.0,1768.0,-0.253573,15.0
3779,1950.0,1773.0,-0.246664,15.0
3780,1952.0,1764.0,-0.238089,15.0
3781,1941.0,1779.0,-0.232469,15.0
3782,1954.0,1779.0,-0.22851,15.0
3783,1950.0,1780.0,-0.225558,15.0
3784,1950.0,1783.0,-0.220978,15.0
3785,1964.0,1787.0,-0.213895,15.0
3786,1964.0,1786.0,-0.207403,15.0
3787,1957.0,1793.0,-0.202914,15.0
3788,1961.0,1806.0,-0.195653,15.0
3789,1964.0,1809.0,-0.187145,15.0
3790,1960.0,1806.0,-0.179889,15.0
3791,1967.0,1818.0,-0.175317,15.0
3792,1971.0,1819.0,-0.171524,15.0
3793,1970.0,1823.0,-0.165194,15.0
3794,1967.0,1825.0,-0.161541,15.0
3795,1977.0,1827.0,-0.158547,15.0
3796,1963.0,1843.0,-0.153613,15.0
3797,1970.0,1835.0,-0.14726,15.0
3798,1972.0,1843.0,-0.141227,15.0
3799,1971.0,1858.0,-0.13478,15.0
3800,1978.0,1851.0,-0.130452,15.0
3801,1981.0,1854.0,-0.126013,15.0
3802,1981.0,1859.0,-0.120867,15.0
3803,1973.0,1861.0,-0.11701,15.0
3804,1980.0,1861.0,-0.1131,15.0
3805,1971.0,1867.0,-0.108534,15.0
3806,1983.0,1871.0,-0.102893,15.0
3807,1975.0,1878.0,-0.0978,15.0
3808,1978.0,1881.0,-0.092618,15.0
3809,1982.0,1890.0,-0.087743,15.0
3810,1982.0,1892.0,-0.081901,15.0
3811,1995.0,1896.0,-0.076991,15.0
3812,1982.0,1905.0,-0.069341,15.0
3813,1991.0,1916.0,-0.063805,15.0
3814,1992.0,1923.0,-0.056642,15.0
3815,1989.0,1912.0,-0.04888,15.0
3816,1987.0,1924.0,-0.043913,15.0
3817,1982.0,1930.0,-0.03825,15.0
3818,1986.0,1931.0,-0.033347,15.0
3819,1991.0,1937.0,-0.027766,15.0
3820,1986.0,1945.0,-0.022971,15.0
3821,1985.0,1946.0,-0.018118,15.0
3822,1997.0,1955.0,-0.01351,15.0
3823,1989.0,1961.0,-0.009137,15.0
3824,1984.0,1959.0,-0.004526,15.0
3825,1983.0,1969.0,0.000738,15.0
3826,1986.0,1984.0,0.005702,15.0
3827,1993.0,1976.0,0.00951,15.0
3828,1979.0,1973.0,0.014043,15.0
3829,1974.0,1982.0,0.020819,15.0
3830,1992.0,1992.0,0.028434,15.0
3831,1973.0,2006.0,0.03431,15.0
3832,1965.0,2010.0,0.041163,15.0
3833,1966.0,2009.0,0.052375,15.0
3834,1967.0,2019.0,0.057751,15.0
3835,1966.0,2023.0,0.061166,15.0
3836,1964.0,2024.0,0.068042,15.0
3837,1954.0,2027.0,0.077056,15.0
3838,1948.0,2040.0,0.085911,15.0
3839,1952.0,2050.0,0.091088,15.0
3840,1949.0,2048.0,0.099464,15.0
3841,1943.0,2048.0,0.106078,15.0
3842,1947.0,2061.0,0.111061,15.0
3843,1951.0,2070.0,0.11409,15.0
3844,1945.0,2063.0,0.120024,15.0
3845,1933.0,2065.0,0.125287,15.0
3846,1936.0,2072.0,0.128647,15.0
3847,1942.0,2084.0,0.130108,15.0
3848,1936.0,2080.0,0.133387,15.0
3849,1923.0,2081.0,0.14217,15.0
3850,1923.0,2094.0,0.15063,15.0
3851,1928.0,2096.0,0.155354,15.0
3852,1925.0,2096.0,0.159225,15.0
3853,1911.0,2094.0,0.164204,15.0
3854,1900.0,2097.0,0.170607,15.0
3855,1919.0,2111.0,0.172878,15.0
3856,1912.0,2104.0,0.175253,15.0
3857,1896.0,2098.0,0.179887,15.0
3858,1897.0,2116.0,0.183912,15.0
3859,1911.0,2122.0,0.18535,15.0
3860,1906.0,2116.0,0.187064,15.0
3861,1897.0,2111.0,0.191888,15.0
3862,1891.0,2124.0,0.196785,15.0
3863,1887.0,2129.0,0.19966,15.0
3864,1900.0,2125.0,0.201786,15.0
3865,1889.0,2116.0,0.20436,15.0
3866,1885.0,2130.0,0.206565,15.0
3867,1893.0,2136.0,0.207994,15.0
3868,1895.0,2132.0,0.207286,15.0
3869,1882.0,2114.0,0.210267,15.0
3870,1878.0,2127.0,0.212054,15.0
3871,1893.0,2137.0,0.211469,15.0
3872,1891.0,2116.0,0.209154,15.0
3873,1884.0,2117.0,0.210581,15.0
3874,1879.0,2128.0,0.212343,15.0
3875,1878.0,2130.0,0.212242,15.0
3876,1899.0,2124.0,0.208846,15.0
3877,1872.0,2104.0,0.20576,15.0
3878,1885.0,2111.0,0.20507,15.0
3879,1898.0,2124.0,0.200072,15.0
3880,1905.0,2114.0,0.195173,15.0
3881,1902.0,2103.0,0.190546,15.0
3882,1897.0,2104.0,0.188598,15.0
3883,1907.0,2114.0,0.186189,15.0
3884,1915.0,2097.0,0.180566,15.0
3885,1908.0,2088.0,0.175847,15.0
3886,1907.0,2085.0,0.17228,15.0
3887,1918.0,2086.0,0.165593,15.0
3888,1932.0,2084.0,0.157553,15.0
3889,1928.0,2062.0,0.148688,15.0
3890,1927.0,2057.0,0.139559,15.0
3891,1939.0,2057.0,0.128677,15.0
3892,1949.0,2051.0,0.116321,15.0
3893,1944.0,2040.0,0.107659,15.0
3894,1955.0,2024.0,0.099533,15.0
3895,1951.0,2027.0,0.092478,15.0
3896,1970.0,2030.0,0.085267,15.0
3897,1954.0,2009.0,0.078652,15.0
3898,1954.0,2002.0,0.072056,15.0
3899,1963.0,2005.0,0.062309,15.0
3900,1973.0,2006.0,0.050015,15.0
3901,1967.0,1978.0,0.039347,15.0
3902,1987.0,1966.0,0.030927,15.0
3903,1972.0,1960.0,0.020919,15.0
3904,1988.0,1968.0,0.010362,15.0
3905,1982.0,1947.0,0.003228,15.0
3906,1973.0,1935.0,-0.005799,15.0
3907,2000.0,1936.0,-0.015454,15.0
3908,1991.0,1938.0,-0.025697,15.0
3909,1985.0,1919.0,-0.033119,15.0
3910,1972.0,1912.0,-0.041586,15.0
3911,1981.0,1907.0,-0.049796,15.0
3912,2005.0,1910.0,-0.055911,15.0
3913,1989.0,1900.0,-0.060714,15.0
3914,1984.0,1892.0,-0.065515,15.0
3915,1983.0,1897.0,-0.074062,15.0
3916,1989.0,1897.0,-0.084745,15.0
3917,1986.0,1880.0,-0.092884,15.0
3918,1981.0,1869.0,-0.09789,15.0
3919,1993.0,1863.0,-0.103084,15.0
3920,1986.0,1856.0,-0.1122,15.0
3921,1981.0,1858.0,-0.1185,15.0
3922,1982.0,1843.0,-0.124584,15.0
3923,1975.0,1838.0,-0.130893,15.0
3924,1978.0,1836.0,-0.138849,15.0
3925,1986.0,1825.0,-0.146671,15.0
3926,1970.0,1825.0,-0.154296,15.0
3927,1972.0,1811.0,-0.166822,15.0
3928,1978.0,1807.0,-0.176939,15.0
3929,1970.0,1792.0,-0.18429,15.0
3930,1959.0,1788.0,-0.193952,15.0
3931,1955.0,1784.0,-0.20546,15.0
3932,1958.0,1767.0,-0.215502,15.0
3933,1957.0,1755.0,-0.223101,15.0
3934,1947.0,1759.0,-0.231911,15.0
3935,1932.0,1734.0,-0.242721,15.0
3936,1946.0,1737.0,-0.252907,15.0
3937,1938.0,1724.0,-0.261701,15.0
3938,1921.0,1708.0,-0.268371,15.0
3939,1918.0,1724.0,-0.279495,15.0
3940,1917.0,1712.0,-0.288801,15.0
3941,1935.0,1706.0,-0.294153,15.0
3942,1915.0,1713.0,-0.298943,15.0
3943,1904.0,1710.0,-0.303327,15.0
3944,1911.0,1696.0,-0.307631,15.0
3945,1921.0,1699.0,-0.31147,15.0
3946,1920.0,1716.0,-0.31741,15.0
3947,1915.0,1700.0,-0.316291,15.0
3948,1912.0,1693.0,-0.319241,15.0
3949,1913.0,1691.0,-0.323051,15.0
3950,1931.0,1700.0,-0.324954,15.0
3951,1922.0,1698.0,-0.322929,15.0
3952,1908.0,1697.0,-0.325482,15.0
3953,1919.0,1704.0,-0.327,15.0
3954,1920.0,1713.0,-0.323251,15.0
3955,1918.0,1708.0,-0.320062,15.0
3956,1913.0,1707.0,-0.322824,15.0
3957,1915.0,1706.0,-0.323656,15.0
3958,1919.0,1722.0,-0.321402,15.0
3959,1922.0,1718.0,-0.317232,15.0
3960,1909.0,1705.0,-0.318379,15.0
3961,1920.0,1712.0,-0.323127,15.0
3962,1920.0,1717.0,-0.324353,15.0
3963,1918.0,1720.0,-0.320476,15.0
3964,1913.0,1715.0,-0.317027,15.0
3965,1920.0,1712.0,-0.317073,15.0
3966,1927.0,1723.0,-0.317039,15.0
3967,1919.0,1725.0,-0.315909,15.0
3968,1914.0,1714.0,-0.315483,15.0
3969,1917.0,1707.0,-0.315822,15.0
3970,1920.0,1711.0,-0.317846,15.0
3971,1912.0,1711.0,-0.322474,15.0
3972,1905.0,1707.0,-0.320312,15.0
3973,1905.0,1700.0,-0.321016,15.0
3974,1914.0,1714.0,-0.324169,15.0
3975,1918.0,1722.0,-0.323095,15.0
3976,1902.0,1706.0,-0.319757,15.0
3977,1898.0,1696.0,-0.321653,15.0
3978,1903.0,1698.0,-0.328727,15.0
3979,1910.0,1713.0,-0.335246,15.0
3980,1900.0,1706.0,-0.333034,15.0
3981,1908.0,1710.0,-0.333374,15.0
3982,1906.0,1712.0,-0.335736,15.0
3983,1893.0,1706.0,-0.336137,15.0
3984,1902.0,1711.0,-0.337174,15.0
3985,1900.0,1705.0,-0.338226,15.0
3986,1907.0,1711.0,-0.338666,15.0
3987,1906.0,1716.0,-0.339028,15.0
3988,1896.0,1711.0,-0.338623,15.0
3989,1895.0,1704.0,-0.34065,15.0
3990,1909.0,1718.0,-0.339536,15.0
3991,1914.0,1726.0,-0.336999,15.0
3992,1895.0,1712.0,-0.33323,15.0
3993,1904.0,1713.0,-0.332408,15.0
3994,1916.0,1720.0,-0.331413,15.0
3995,1919.0,1728.0,-0.327915,15.0
3996,1907.0,1727.0,-0.319966,15.0
3997,1898.0,1707.0,-0.314843,15.0
3998,1904.0,1710.0,-0.316823,15.0
3999,1928.0,1740.0,-0.315252,15.0
4000,1922.0,1737.0,-0.308893,15.0
4001,1920.0,1732.0,-0.297306,15.0
4002,1924.0,1738.0,-0.293644,15.0
4003,1927.0,1744.0,-0.290503,15.0
4004,1929.0,1752.0,-0.287388,15.0
4005,1933.0,1751.0,-0.281052,15.0
4006,1930.0,1750.0,-0.27401,15.0
4007,1935.0,1759.0,-0.269845,15.0
4008,1940.0,1765.0,-0.267354,15.0
4009,1936.0,1762.0,-0.261694,15.0
4010,1943.0,1763.0,-0.253883,15.0
4011,1948.0,1767.0,-0.246606,15.0
4012,1941.0,1764.0,-0.240338,15.0
4013,1942.0,1772.0,-0.236413,15.0
4014,1946.0,1773.0,-0.233635,15.0
4015,1953.0,1791.0,-0.229327,15.0
4016,1944.0,1787.0,-0.220235,15.0
4017,1946.0,1791.0,-0.211002,15.0
4018,1946.0,1782.0,-0.203305,15.0
4019,1953.0,1795.0,-0.200241,15.0
4020,1951.0,1792.0,-0.200039,15.0
4021,1948.0,1804.0,-0.194464,15.0
4022,1961.0,1812.0,-0.186741,15.0
4023,1978.0,1815.0,-0.177078,15.0
4024,1959.0,1813.0,-0.171356,15.0
4025,1973.0,1817.0,-0.167923,15.0
4026,1960.0,1819.0,-0.161972,15.0
4027,1962.0,1826.0,-0.155049,15.0
4028,1969.0,1830.0,-0.148184,15.0
4029,1960.0,1836.0,-0.143749,15.0
4030,1975.0,1844.0,-0.13867,15.0
4031,1980.0,1850.0,-0.132539,15.0
4032,1978.0,1855.0,-0.125601,15.0
4033,1969.0,1857.0,-0.120271,15.0
4034,1975.0,1858.0,-0.11605,15.0
4035,1985.0,1865.0,-0.10977,15.0
4036,1979.0,1873.0,-0.101053,15.0
4037,1982.0,1876.0,-0.095469,15.0
4038,1976.0,1881.0,-0.090208,15.0
4039,2001.0,1887.0,-0.082102,15.0
4040,1984.0,1904.0,-0.073396,15.0
4041,1983.0,1914.0,-0.06523,15.0
4042,1991.0,1916.0,-0.057437,15.0
4043,1991.0,1923.0,-0.047418,15.0
4044,1996.0,1926.0,-0.040124,15.0
4045,1985.0,1932.0,-0.032458,15.0
4046,1984.0,1937.0,-0.022248,15.0
4047,1988.0,1945.0,-0.014524,15.0
4048,1995.0,1951.0,-0.00884,15.0
4049,1987.0,1957.0,-0.002438,15.0
4050,1977.0,1972.0,0.006031,15.0
4051,1986.0,1962.0,0.012802,15.0
4052,1983.0,1973.0,0.01876,15.0
4053,1985.0,1984.0,0.026489,15.0
4054,1971.0,1992.0,0.034017,15.0
4055,1970.0,1987.0,0.040437,15.0
4056,1970.0,2014.0,0.047254,15.0
4057,1964.0,2003.0,0.054457,15.0
4058,1962.0,2004.0,0.062395,15.0
4059,1968.0,2016.0,0.073948,15.0
4060,1968.0,2032.0,0.08103,15.0
4061,1947.0,2037.0,0.090643,15.0
4062,1950.0,2035.0,0.101432,15.0
4063,1952.0,2048.0,0.108649,15.0
4064,1945.0,2057.0,0.11473,15.0
4065,1941.0,2063.0,0.121212,15.0
4066,1937.0,2063.0,0.131654,15.0
4067,1931.0,2074.0,0.141248,15.0
4068,1929.0,2090.0,0.146787,15.0
4069,1945.0,2077.0,0.151241,15.0
4070,1927.0,2077.0,0.158619,15.0
4071,1900.0,2088.0,0.168992,15.0
4072,1917.0,2107.0,0.176203,15.0
4073,1908.0,2100.0,0.182856,15.0
4074,1894.0,2101.0,0.191269,15.0
4075,1890.0,2116.0,0.200284,15.0
4076,1890.0,2129.0,0.207614,15.0
4077,1884.0,2119.0,0.214013,15.0
4078,1872.0,2116.0,0.221474,15.0
4079,1867.0,2131.0,0.229467,15.0
4080,1866.0,2147.0,0.234262,15.0
4081,1866.0,2141.0,0.240351,15.0
4082,1853.0,2135.0,0.248308,15.0
4083,1845.0,2139.0,0.255308,15.0
4084,1847.0,2153.0,0.25987,15.0
4085,1852.0,2152.0,0.262102,15.0
4086,1844.0,2139.0,0.266939,15.0
4087,1832.0,2147.0,0.272017,15.0
4088,1833.0,2159.0,0.275947,15.0
4089,1842.0,2159.0,0.27887,15.0
4090,1832.0,2141.0,0.28226,15.0
4091,1818.0,2144.0,0.284501,15.0
4092,1829.0,2159.0,0.283341,15.0
4093,1840.0,2158.0,0.282186,15.0
4094,1825.0,2129.0,0.282406,15.0
4095,1824.0,2141.0,0.283382,15.0
4096,1834.0,2155.0,0.281175,15.0
4097,1840.0,2149.0,0.279113,15.0
4098,1839.0,2135.0,0.278129,15.0
4099,1829.0,2134.0,0.279812,15.0
4100,1832.0,2149.0,0.280885,15.0
4101,1847.0,2145.0,0.279091,15.0
4102,1838.0,2128.0,0.279937,15.0
4103,1826.0,2123.0,0.28051,15.0
4104,1833.0,2143.0,0.277396,15.0
4105,1850.0,2144.0,0.276375,15.0
4106,1840.0,2128.0,0.277082,15.0
4107,1836.0,2125.0,0.278262,15.0
4108,1833.0,2133.0,0.276464,15.0
4109,1848.0,2133.0,0.274406,15.0
4110,1854.0,2124.0,0.272834,15.0
4111,1845.0,2110.0,0.271159,15.0
4112,1846.0,2124.0,0.266842,15.0
4113,1862.0,2126.0,0.261499,15.0
4114,1866.0,2114.0,0.258795,15.0
4115,1845.0,2098.0,0.255947,15.0
4116,1856.0,2116.0,0.251657,15.0
4117,1855.0,2110.0,0.249856,15.0
4118,1868.0,2109.0,0.248926,15.0
4119,1863.0,2101.0,0.246728,15.0
4120,1861.0,2112.0,0.245143,15.0
4121,1869.0,2118.0,0.242564,15.0
4122,1883.0,2105.0,0.238563,15.0
4123,1872.0,2087.0,0.235054,15.0
4124,1870.0,2088.0,0.230889,15.0
4125,1885.0,2097.0,0.223095,15.0
4126,1897.0,2084.0,0.214644,15.0
4127,1890.0,2072.0,0.207904,15.0
4128,1891.0,2078.0,0.20204,15.0
4129,1901.0,2083.0,0.195776,15.0
4130,1914.0,2078.0,0.188914,15.0
4131,1903.0,2059.0,0.183326,15.0
4132,1920.0,2058.0,0.179487,15.0
4133,1913.0,2066.0,0.173437,15.0
4134,1919.0,2055.0,0.166323,15.0
4135,1917.0,2051.0,0.164039,15.0
4136,1917.0,2048.0,0.161844,15.0
4137,1918.0,2051.0,0.15545,15.0
4138,1926.0,2042.0,0.15052,15.0
4139,1930.0,2043.0,0.145133,15.0
4140,1928.0,2040.0,0.142047,15.0
4141,1929.0,2051.0,0.136281,15.0
4142,1956.0,2034.0,0.13019,15.0
4143,1936.0,2027.0,0.124517,15.0
4144,1927.0,2017.0,0.11726,15.0
4145,1949.0,2021.0,0.109672,15.0
4146,1950.0,2012.0,0.100242,15.0
4147,1953.0,2014.0,0.091989,15.0
4148,1948.0,1987.0,0.084365,15.0
4149,1946.0,1993.0,0.076324,15.0
4150,1961.0,1993.0,0.06613,15.0
4151,1969.0,1980.0,0.056953,15.0
4152,1960.0,1966.0,0.048992,15.0
4153,1963.0,1969.0,0.040512,15.0
4154,1970.0,1958.0,0.030564,15.0
4155,1988.0,1953.0,0.020792,15.0
4156,1979.0,1943.0,0.009509,15.0
4157,1971.0,1936.0,-0.000202,15.0
4158,1983.0,1938.0,-0.007459,15.0
4159,1983.0,1942.0,-0.013371,15.0
4160,1968.0,1919.0,-0.020792,15.0
4161,1977.0,1917.0,-0.029263,15.0
4162,1989.0,1913.0,-0.03783,15.0
4163,1985.0,1895.0,-0.047046,15.0
4164,1992.0,1895.0,-0.056321,15.0
4165,1989.0,1880.0,-0.065926,15.0
4166,1997.0,1875.0,-0.077434,15.0
4167,1981.0,1874.0,-0.087981,15.0
4168,1977.0,1856.0,-0.096205,15.0
4169,1967.0,1850.0,-0.104594,15.0
4170,1974.0,1842.0,-0.114097,15.0
4171,1970.0,1843.0,-0.122457,15.0
4172,1976.0,1841.0,-0.12963,15.0
4173,1970.0,1825.0,-0.138431,15.0
4174,1966.0,1815.0,-0.15063,15.0
4175,1967.0,1804.0,-0.160076,15.0
4176,1969.0,1807.0,-0.166484,15.0
4177,1951.0,1799.0,-0.173924,15.0
4178,1960.0,1789.0,-0.181689,15.0
4179,1971.0,1794.0,-0.186588,15.0
4180,1956.0,1783.0,-0.191085,15.0
4181,1968.0,1779.0,-0.196891,15.0
4182,1958.0,1763.0,-0.205597,15.0
4183,1943.0,1760.0,-0.212669,15.0
4184,1942.0,1753.0,-0.21828,15.0
4185,1944.0,1751.0,-0.226593,15.0
4186,1942.0,1748.0,-0.236552,15.0
4187,1944.0,1740.0,-0.242196,15.0
4188,1947.0,1734.0,-0.243591,15.0
4189,1925.0,1744.0,-0.249505,15.0
4190,1936.0,1722.0,-0.25638,15.0
4191,1928.0,1717.0,-0.261578,15.0
4192,1932.0,1721.0,-0.26368,15.0
4193,1926.0,1728.0,-0.266811,15.0
4194,1920.0,1723.0,-0.271881,15.0
4195,1930.0,1719.0,-0.274492,15.0
4196,1930.0,1722.0,-0.276024,15.0
4197,1922.0,1717.0,-0.277861,15.0
4198,1910.0,1710.0,-0.282625,15.0
4199,1927.0,1712.0,-0.28758,15.0
4200,1930.0,1722.0,-0.290151,15.0
4201,1925.0,1729.0,-0.292197,15.0
4202,1917.0,1718.0,-0.292389,15.0
4203,1921.0,1711.0,-0.29455,15.0
4204,1930.0,1726.0,-0.297722,15.0
4205,1921.0,1724.0,-0.298287,15.0
4206,1910.0,1706.0,-0.297717,15.0
4207,1909.0,1706.0,-0.306259,15.0
4208,1923.0,1720.0,-0.314002,15.0
4209,1916.0,1718.0,-0.31259,15.0
4210,1908.0,1703.0,-0.313808,15.0
4211,1905.0,1691.0,-0.318816,15.0
4212,1917.0,1712.0,-0.324364,15.0
4213,1918.0,1715.0,-0.320785,15.0
4214,1891.0,1699.0,-0.316896,15.0
4215,1903.0,1700.0,-0.32137,15.0
4216,1917.0,1712.0,-0.325129,15.0
4217,1922.0,1726.0,-0.32472,15.0
4218,1909.0,1712.0,-0.316756,15.0
